ID,Council_District,Amount,Household Size,Race,Ethnicity,Gender,DATE,Zip_Code,ObjectId,GlobalID
169,2,5739.91,1,African American,Non-Hispanic,Female,10/28/2021,40218,220,3594b668-0de8-48b6-b32a-2c9cd453ac5f
170,3,6040,1,African American,Non-Hispanic,Female,9/3/2021,40216,221,65d1e663-9c57-4142-a556-df0ebb073c80
171,3,6050,3,African American,Non-Hispanic,Male,8/13/2021,40215,222,4b871ef6-f986-465b-bd3e-ec13531c0550
172,3,7650,8,White,Non-Hispanic,Male,8/6/2021,40208,223,31b4d678-ce6a-49a3-90f4-bfd8524f346c
173,3,5115,1,White,Non-Hispanic,Male,7/6/2021,40215,224,1d0fe720-22cf-4ea7-a746-72c0431e0e9a
174,3,6740,2,White,Non-Hispanic,Male,11/17/2021,40216,225,a2511901-6db7-4d1e-b271-c2dc2e8d90ab
175,3,9345,1,African American,Non-Hispanic,Male,11/9/2021,40208,226,7fd4a7ef-3a8a-40b7-bf5a-ea744ce4b367
176,3,7363,1,White,Non-Hispanic,Male,10/28/2021,40215,227,43c6c7f6-f4b7-4bd2-93da-3fa8c7e5c9cd
177,3,7788,2,African American,Non-Hispanic,Female,10/5/2021,40215,228,a6045324-b2f4-47a2-90c0-9ae2474f6374
178,3,3425,3,African American,Non-Hispanic,Female,10/25/2021,40208,229,7e98ffe4-3877-412f-81d5-b838ca62ff20
179,3,1650,4,African American,Non-Hispanic,Female,7/14/2021,40215,230,986fa887-c671-4ee8-86dd-f8efc8417d7c
180,3,10664,5,African American,Non-Hispanic,Female,8/16/2021,40215,231,07e588ac-4664-4e4e-b765-37a8bf256007
181,3,2100,3,African American,Non-Hispanic,Male,7/9/2021,40216,232,12390dbf-6def-411d-9d00-693773e1d17b
182,3,6300,3,African American,Non-Hispanic,Male,7/9/2021,40216,233,17265135-7a4d-448d-9585-e82d22b1f90a
183,3,8980,1,African American,Non-Hispanic,Female,8/31/2021,40216,234,ef878603-0597-4112-8359-19ca7974f232
184,3,1650,3,African American,Non-Hispanic,Female,7/13/2021,40215,235,366db065-1d71-4248-a313-52ead76f034f
185,3,9020,2,White,Non-Hispanic,Male,9/30/2021,40216,236,5d5666b7-f398-440c-b52d-4dc24acf1ef1
186,3,5940,1,African American,Non-Hispanic,Female,8/10/2021,40210,237,9ccd4dd2-6c1d-4464-a8f9-14c45f8f67da
187,3,3450,4,White,Non-Hispanic,Female,11/15/2021,40208,238,be8a56a7-9709-4fd4-a979-caf3c5e0b5b7
188,3,7260,1,African American,Non-Hispanic,Male,11/12/2021,40215,239,7d8dfd01-4212-4345-9a91-483e708ab368
189,3,7970,2,African American,Non-Hispanic,Female,9/15/2021,40210,240,1502b192-084c-4653-9cab-94c93579ed1c
190,3,8800,4,White,Non-Hispanic,Female,8/6/2021,40215,241,9e8830b1-9850-439d-be62-3b7793a62549
191,3,9325,4,White,Non-Hispanic,Female,10/25/2021,40208,242,b2b46237-5f1e-47eb-ba75-1e1c38ef41f9
192,3,7920,3,African American,Non-Hispanic,Female,8/24/2021,40215,243,bfe7d02a-e1be-43d0-8523-8dbba8f0c3b2
193,3,8236.95,1,African American,Non-Hispanic,Female,11/12/2021,40215,244,208b505d-072b-47c4-98e7-beb4f0d4c1a0
194,3,9020,1,African American,Non-Hispanic,Male,9/4/2021,40216,245,a530bd7b-e1f8-4e7b-9ee5-a685e9f21e87
195,3,5525,2,White,Non-Hispanic,Male,9/3/2021,40216,246,dbe4f6c8-9ceb-4e08-833e-5d39fe049a9a
196,3,10065,1,African American,Non-Hispanic,Male,9/23/2021,40215,247,1042e4c2-5766-4912-8ef3-354f2ecce7af
197,3,5560,4,African American,Non-Hispanic,Female,8/5/2021,40210,248,ecebd137-bc18-4e4d-850d-e39dc11e333f
198,3,5316,2,African American,Non-Hispanic,Male,9/1/2021,40215,249,dfc9b251-a9bb-456c-baa5-f9cb4546c752
199,3,7362,3,African American,Non-Hispanic,Female,8/2/2021,40216,250,013dd3a8-0b56-4029-a2c4-657566d756b4
200,3,6894.53,4,White,Non-Hispanic,Female,9/10/2021,40216,251,3a07c5ee-5ba8-4d75-8ed0-8b51d61530e5
251,3,5705,3,African American,Non-Hispanic,Male,8/16/2021,40210,252,229e062b-2d50-4830-a745-9f57f70828a0
252,4,19016,1,Others,Hispanic,Female,9/7/2021,40203,253,839d8bd0-de1a-4280-9b39-31f346562c13
2,1,4900,4,African American,Non-Hispanic,Female,7/6/2021,40211,254,4770acc5-1040-47b5-9014-b915527674a5
253,4,180,1,African American,Non-Hispanic,Male,12/3/2021,40203,255,7f3a3b2e-a537-40e4-a84c-95e2a16dceb8
3,1,6021.24,1,White,Non-Hispanic,Female,8/23/2021,40216,256,8e2e5778-9e42-49d9-b840-d82ce7903d25
254,4,1560,1,African American,Non-Hispanic,Male,11/18/2021,40202,257,2be0b8b2-6467-41cb-a838-f67bf3aef48b
4,1,4500,1,Mixed Race,Non-Hispanic,Female,8/5/2021,40216,258,7501f01b-1b25-48c7-b67c-c0829c39abf5
255,4,6170,1,African American,Non-Hispanic,Female,9/7/2021,40202,259,868c2f46-467a-4bd1-b7ca-887194495039
5,1,8877.54,3,White,Non-Hispanic,Male,9/27/2021,40258,260,389c0b97-82ed-4b55-a995-fb7ce5ef4105
6,1,16800,5,White,Non-Hispanic,Male,11/1/2021,40216,261,3a2d4fbc-4bb4-44b4-a487-e9afd190c47f
256,4,5021,2,White,Non-Hispanic,Female,10/25/2021,40206,262,4442390c-0c36-4646-bdc0-e0103c27aa3e
7,1,8478,4,African American,Non-Hispanic,Female,8/4/2021,40216,263,db56b1f0-c891-4956-b875-92514930ac7b
257,4,1560,1,African American,Non-Hispanic,Male,12/22/2021,40202,264,a0280cd4-4977-4046-859e-79abc072c956
8,1,4500,4,White,Non-Hispanic,Female,9/13/2021,40216,265,a0e96d4d-2083-4eed-8169-665e53b39310
258,4,1534,1,African American,Non-Hispanic,Male,10/29/2021,40202,266,e0c31b9c-282e-4b91-81bc-363fd3b7a0a1
9,1,6054,3,African American,Non-Hispanic,Female,8/12/2021,40216,267,1b0bd493-80e2-4d36-b75b-9c0329ad0e12
259,4,8092,1,African American,Non-Hispanic,Male,11/17/2021,40210,268,c771ee5d-8d70-433b-879d-154853498555
10,1,7251,4,White,Non-Hispanic,Male,8/26/2021,40216,269,fe3ce361-eea6-4923-a9a2-7d6a4ffa6280
260,4,609.6,1,African American,Non-Hispanic,Female,12/22/2021,40202,270,cbe334b6-0127-4f91-94cf-95b0233bdcaf
11,1,3900,1,African American,Non-Hispanic,Male,9/14/2021,40211,271,b2f98049-af5b-4dfc-9cd4-7fd06b9ab8ee
261,4,25445,1,African American,Non-Hispanic,Male,9/9/2021,40202,272,638eece0-c30e-4460-bb98-3cd9de36d2bd
12,1,7300,1,African American,Non-Hispanic,Male,11/17/2021,40216,273,6d2f2e5f-aaf2-427b-931a-4fd92be05b21
262,4,1950,3,African American,Non-Hispanic,OTHERS,7/8/2021,40203,274,60c42235-eba5-45b4-b8a6-4533dfa5979e
13,1,4833,1,White,Non-Hispanic,Male,9/16/2021,40216,275,3559074d-7d77-4fd7-b7ee-65624620ae02
263,4,5377,3,African American,Non-Hispanic,OTHERS,7/8/2021,40203,276,7d4a5b2e-8562-4e29-ba2b-6de521e42992
14,1,5000,1,Mixed Race,Non-Hispanic,OTHERS,8/10/2021,40216,277,966ae815-0298-4080-ae09-6ca638e4b448
264,4,6375,3,Mixed Race,Non-Hispanic,Male,8/18/2021,40206,278,26e0dec6-7c51-495d-8fc7-7b9a00e9a9cb
15,1,7263,2,White,Non-Hispanic,Male,8/2/2021,40216,279,8f4cb8a4-e2cb-46b5-8a03-bf160e09fa4d
265,4,1532,1,African American,Non-Hispanic,Male,11/1/2022,40202,280,8a1e60f4-6101-44cf-8c5a-05c888918575
16,1,8800,1,African American,Non-Hispanic,Female,9/5/2021,40211,281,85d6f7cf-2017-4590-94d8-fedd7f9fdfcd
266,4,7200,1,African American,Non-Hispanic,Male,10/13/2021,40211,282,52678675-e826-4718-b790-d9b89a84a78c
17,1,6400,3,African American,Non-Hispanic,Female,9/22/2021,40216,283,fc448156-90bd-4936-8417-81386301b85f
267,4,955,1,African American,Non-Hispanic,Male,10/28/2021,40202,284,d9a49b89-d927-462e-9d47-3750d2bd855a
18,1,5850,1,African American,Non-Hispanic,Female,8/13/2021,40211,285,5d6ade88-47ff-41da-8b77-fc9d0e8284f4
268,4,9455,2,Mixed Race,Non-Hispanic,Female,8/3/2021,40206,286,38053759-98c4-4d50-9d8b-478906061d51
19,1,2700,3,White,Non-Hispanic,Female,7/16/2021,40216,287,55c4c9c9-806d-4b16-a652-3bdac38886f5
20,1,9100,3,White,Non-Hispanic,Female,11/3/2021,40211,288,73912d7a-03f9-412f-b419-5fdc45840e79
269,4,4050,1,African American,Non-Hispanic,Male,9/10/2021,40203,289,2c5dd70a-2f25-4e23-a237-4b8602a081af
21,1,4480,2,African American,Non-Hispanic,Female,9/27/2021,40211,290,504084d8-c095-46d1-a5f1-96b54d3fee9d
270,4,2066,1,White,Non-Hispanic,Female,11/5/2021,40202,291,273ced0c-2c77-4d2e-935b-a27ac2af31b4
22,1,4600,1,African American,Non-Hispanic,Female,8/12/2021,40211,292,f362bc37-b636-4905-85bf-ea8bf90952fc
271,4,4725,5,African American,Non-Hispanic,Female,11/4/2021,40211,293,b7e862b1-b5ae-4bd4-a002-ac2d1f94eeb5
23,1,4380,3,African American,Non-Hispanic,Female,9/7/2021,40258,294,c2defefd-63c8-4632-a048-1e51571c9cd8
272,4,6957,1,Mixed Race,Non-Hispanic,Male,8/27/2021,40203,295,a05b7687-e9af-4a87-9cee-8e009dab0156
24,1,4067,4,White,Non-Hispanic,Male,10/27/2021,40216,296,5acde4d2-d015-458d-aafb-98b2091c0c0e
273,4,2730,1,Mixed Race,Non-Hispanic,Female,7/9/2021,40206,297,c911b9f7-1b92-42e3-949b-9b6fd1ca3b6e
25,1,6777.4,1,White,Non-Hispanic,Male,9/2/2021,40216,298,b7cd6a79-b1ff-4ad9-91d4-d99607cd0259
274,4,5870,1,Mixed Race,Non-Hispanic,Female,7/9/2021,40206,299,afe3497a-60f1-4dbb-9043-6f746471f4fd
26,1,9807.31,3,African American,Non-Hispanic,Female,11/10/2021,40211,300,6c06c882-3e70-4371-b8f0-f5fb87fda9e9
275,4,602.6,1,African American,Non-Hispanic,Male,12/3/2021,40203,301,5da705d9-0216-4232-a8e4-7e73700932ef
27,1,2103,2,African American,Non-Hispanic,Female,7/8/2021,40211,302,200d889b-d123-4ce4-8d04-5bf1c9a8577b
276,4,550,1,African American,Non-Hispanic,Male,11/1/2021,40202,303,ad714fd5-80f2-49b5-b1e1-1ac957367861
28,1,7236,2,African American,Non-Hispanic,Female,7/8/2021,40211,304,ff9c72fd-a04c-4c15-ba98-3ace327141ae
277,4,2703,2,African American,Non-Hispanic,Male,7/20/2021,40206,305,186218c6-a989-4e30-ad95-546d76d0a56d
29,1,2904,1,White,Non-Hispanic,Female,9/5/2021,40211,306,8b3f1562-9e2d-4411-8e14-3d1a47221997
278,4,2760,1,African American,Non-Hispanic,Female,11/12/2021,40210,307,1b7d9c4d-4ca9-43ff-a439-6e94e88fb22f
30,1,1995,2,White,Non-Hispanic,Male,7/8/2021,40216,308,67adb6c0-ba43-44e7-ba7b-32c3171cf540
279,4,4500,1,African American,Non-Hispanic,Male,9/24/2021,40203,309,4be68782-5c53-4bfd-8156-fd0107373192
31,1,3730,2,White,Non-Hispanic,Male,7/8/2021,40216,310,99506397-7914-4eb6-9ae8-612742d0640e
280,4,5734,1,African American,Non-Hispanic,Female,7/30/2021,40206,311,54f2b8e9-5cd6-46e1-909e-5900af4a991e
32,1,8250,1,White,Non-Hispanic,Male,8/5/2021,40210,312,224b1591-31f3-46a9-89cc-25d1aff461b2
281,4,9120,1,African American,Non-Hispanic,Male,11/17/2021,40206,313,ee33d471-6752-41ca-a135-e5e98d9e8eef
33,1,10749,2,White,Non-Hispanic,Female,8/28/2021,40216,314,c2f12158-974a-4e16-9c2a-7bcb03b7cd6a
282,4,2631,4,White,Non-Hispanic,Male,7/14/2021,40206,315,9bd2f727-9b28-4c11-9f34-a01a83185a02
34,1,7700,3,African American,Non-Hispanic,Female,10/25/2021,40211,316,6f1fccd5-51c5-4839-92c1-afc2e95b0ace
35,1,17000,3,White,Non-Hispanic,Male,9/29/2021,40211,317,26b2fe10-7db2-45cd-8d4b-436e97ce5ed6
36,1,13800,4,African American,Non-Hispanic,Female,8/5/2021,40216,318,6fc03f45-f60c-4d5c-9a9a-224d83a92deb
37,1,676,2,African American,Non-Hispanic,Female,12/22/2021,40211,319,19a2321e-d8af-4a06-9e7a-3ddfb20fda8c
38,1,1350,1,African American,Non-Hispanic,Male,7/7/2021,40216,320,45318017-06b3-4480-9c46-e541086c8596
39,1,4950,1,African American,Non-Hispanic,Male,7/7/2021,40216,321,d2562779-b091-427f-8247-c065d79a9a26
40,1,5200,1,African American,Non-Hispanic,Male,11/17/2021,40216,322,228cb18d-bcbc-48d5-87fa-82384408469b
41,1,8450,3,Mixed Race,Non-Hispanic,Female,8/19/2021,40216,323,c731088e-51c4-4a3f-a888-434f0156c064
42,1,10757.78,1,African American,Non-Hispanic,Female,9/27/2021,40216,324,9779280a-3b69-405b-a683-4ad6e97ab5d0
43,1,592,5,African American,Non-Hispanic,Female,12/22/2021,40211,325,c5ef72d2-b5a2-4e26-9206-2a60d25f4a45
44,1,1994,3,African American,Non-Hispanic,Female,12/10/2021,40211,326,c5187097-1052-41ec-b0d3-5bc2eacdc818
45,1,2517,2,African American,Non-Hispanic,Female,7/9/2021,40216,327,95243d5e-3f7f-4f91-b534-c8f448b5350f
46,1,7551,2,African American,Non-Hispanic,Female,7/9/2021,40216,328,0204ca0a-9d68-43f9-89b9-d55aa23d2b4c
47,1,14400,1,Others,Non-Hispanic,Male,10/19/2021,40216,329,871b88bc-9ccf-4bce-82b2-e2971a4149a9
48,1,5175,1,White,Non-Hispanic,Female,11/15/2021,40211,330,661e80d5-dc1f-4ce5-b4a9-38e1f34339d3
49,1,7000,2,African American,Non-Hispanic,UNKNOWN,11/9/2021,40216,331,e5b5d450-eb7a-4b4f-af0b-b2751389886c
50,1,4342.5,1,African American,Non-Hispanic,Female,9/15/2021,40216,332,5dca26ad-4265-47d6-9d1b-bfde2eccff70
283,4,12743.71,1,Mixed Race,Hispanic,Male,10/25/2021,40203,333,c5ecd6dc-f743-4eb5-a28e-b74a40260245
284,4,9000,4,White,Non-Hispanic,Male,9/5/2021,40211,334,6544d9a8-7fb6-4cab-bdab-bbaa0486c169
285,4,9715,1,African American,Non-Hispanic,Male,10/25/2021,40210,335,e3c61040-6397-4963-8c41-f240e60124c9
286,4,2439.89,1,African American,Non-Hispanic,Male,10/29/2021,40202,336,64c8999b-397c-4ba6-978d-7dc4e582e468
287,4,756,1,African American,Non-Hispanic,Male,10/29/2021,40202,337,bdca160b-c11a-498d-ae3f-58abc433c418
288,4,1500,1,African American,Non-Hispanic,Male,7/23/2021,40210,338,ebc3d498-5d75-4bcf-852b-c31b396c8d1a
289,4,8512.43,1,White,Non-Hispanic,Female,10/22/2021,40202,339,7115e236-745b-4c16-a196-f9ce21d0346c
290,4,5878.62,1,White,Non-Hispanic,Female,11/11/2021,40204,340,e0ebb974-ef91-46eb-9808-21b69ad87743
291,4,9627,2,African American,Hispanic,Female,9/5/2021,40202,341,5c184fca-6e41-4f2a-8e45-76eb293d3ced
292,4,13927,1,White,Non-Hispanic,Male,8/31/2021,40202,342,e7f13d2a-9e35-4a5c-b418-04d81ad15cb7
293,4,8218,3,African American,Non-Hispanic,Male,9/5/2021,40211,343,18acd559-7886-41a0-adbe-0a68c7e59941
294,4,13000,1,African American,Non-Hispanic,Male,10/24/2021,40203,344,43a8d5b3-80c2-4ac7-8c6e-4b1656898757
295,4,8450,1,African American,Non-Hispanic,Male,10/5/2021,40210,345,b180b31e-4feb-413e-ac34-46f60826ee15
296,4,1967,1,African American,Non-Hispanic,Male,10/29/2021,40202,346,73bf5d78-bd50-4085-8a62-04b809e5e645
297,4,7025,1,White,Non-Hispanic,Female,8/9/2021,40204,347,096bbbb8-e692-4313-9f20-0ae2997bfe50
298,4,1271,1,African American,Non-Hispanic,Male,10/11/2021,40202,348,f1da474e-0523-440d-b1c1-2f4786fd3ae0
299,4,2713,1,Others,Non-Hispanic,Female,11/12/2021,40202,349,05d839da-72b6-44a3-9fd1-9abe88ef0684
300,4,7750,2,White,Non-Hispanic,Female,10/22/2021,40203,350,2a4bbeb4-eb52-42d5-95ff-5252bd0ecd1f
351,4,13282.5,1,Mixed Race,Hispanic,Male,10/22/2021,40206,351,cb628631-72ee-427d-ba88-e1e814232931
352,4,2475,3,Mixed Race,Non-Hispanic,Male,7/2/2021,40206,352,a1354467-5e0d-4280-8efa-5c28bd13624c
353,4,5775,3,Mixed Race,Non-Hispanic,Male,7/2/2021,40206,353,57dfedc0-a1ad-44c2-8401-e5a53ce680df
354,4,1424,1,African American,Non-Hispanic,Female,12/10/2021,40206,354,d30e3141-7a48-49b9-9028-453babc89958
355,4,1337,1,African American,Non-Hispanic,Male,11/5/2021,40202,355,26857bde-e8f7-42bc-9e46-019fefcb8ed5
356,4,3015,1,White,Non-Hispanic,Male,7/9/2021,40206,356,9f8102fb-ce00-4c2d-a49a-a7d5a230d16f
357,4,6731,1,White,Non-Hispanic,Male,7/9/2021,40206,357,345e7382-47df-498e-99fc-6e17b01e10c5
358,4,3709,1,White,Non-Hispanic,Male,9/23/2021,40203,358,c1fd2743-948f-460c-9316-25328629b38f
359,4,715,7,African American,Non-Hispanic,Female,12/3/2021,40210,359,ce47d009-94ce-44ca-bfea-c3c6b03af36e
360,4,715,7,African American,Non-Hispanic,Female,12/22/2021,40210,360,82600e3f-50c6-4645-8777-2c4b3c51aa33
361,4,1121,1,African American,Non-Hispanic,Female,12/10/2021,40202,361,ace0e8f8-6473-4e89-8259-c26b7ed94d49
362,4,497,1,White,Non-Hispanic,Female,12/3/2021,40203,362,39790f89-c024-46ac-a89b-7bd3d00d2d95
363,4,12271,3,African American,Non-Hispanic,Female,8/13/2021,40206,363,dc45fa0e-2d39-46f4-9107-616fd4c4719b
364,4,1450,2,African American,Non-Hispanic,Female,9/22/2021,40203,364,78a45fa3-476a-42cf-b4c0-fc66f70e1ebe
365,4,8032,2,African American,Non-Hispanic,Female,9/1/2021,40203,365,43d6b3d4-dc2f-4612-9e95-9b482ee31cf2
366,4,5665,2,White,Non-Hispanic,Female,9/5/2021,40203,366,718cb411-5c7c-48a5-ad75-6827a4dcc1ef
367,4,1352,1,African American,Non-Hispanic,Male,11/5/2021,40202,367,40f7284d-4e3a-4574-8780-44d3123ade22
368,4,676,1,African American,Non-Hispanic,Male,12/22/2021,40202,368,898541ef-6294-44fe-ba76-1c9c287f7452
369,4,9100,1,African American,Non-Hispanic,Male,10/5/2021,40210,369,81971c18-0a1c-4f6a-bb77-8a1b24c2763c
370,4,3803.85,1,African American,Non-Hispanic,Male,10/29/2021,40202,370,b593fd2d-42f2-4659-9ea8-50f36da88787
371,4,13111,4,African American,Non-Hispanic,Female,8/26/2021,40206,371,d73516f9-e260-40b3-858d-d5c92ca6e78c
372,4,2820,2,White,Non-Hispanic,Female,7/1/2021,40206,372,5fadf73e-efa4-4e32-8e8a-19e5c31fc789
373,4,6212,2,White,Non-Hispanic,Female,7/1/2021,40206,373,e6161581-09cf-454a-b87a-09b08c58f20f
374,4,2687.87,1,African American,Non-Hispanic,Male,11/1/2021,40203,374,df498789-a801-4e0f-8662-b6ab215f05dc
375,4,9790.65,2,African American,Non-Hispanic,Female,11/2/2021,40206,375,2781ca2c-eb0b-4224-b00c-b9f67acdb704
376,4,1891,1,White,Hispanic,Female,9/23/2021,40202,376,bcda58eb-ece4-48c4-a484-60094ec747cf
377,4,13000,7,African American,Non-Hispanic,Female,10/22/2021,40203,377,78e0d763-7e33-41d3-ac79-941c5b8c43dd
378,4,2385,2,African American,Non-Hispanic,Female,7/13/2021,40206,378,b301f648-8b54-46f8-bb4a-3fb21bbc74ac
379,4,1000,2,African American,Non-Hispanic,Female,9/5/2021,40206,379,97b070fe-e3ca-4871-adc0-7c2c5c8b5ac2
380,4,1522,1,African American,Non-Hispanic,Male,10/29/2021,40202,380,58b2b58f-634a-469e-9dcb-372406898701
381,4,1798,2,White,Non-Hispanic,Female,12/22/2021,40202,381,cdc1ff46-69c9-4e15-98c9-9316a9771f7d
382,4,525,1,African American,Non-Hispanic,Female,12/22/2021,40203,382,fdef1d84-d57f-4a08-88fe-619fced2a61b
383,4,10630,3,African American,Non-Hispanic,Male,6/27/2022,40203,383,df43814e-8e74-4904-8506-fa7d50ac0085
384,4,6051,1,African American,Non-Hispanic,Male,11/12/2021,40210,384,4933ab31-9566-44d3-82b9-e33518d5048c
385,4,11388,1,African American,Non-Hispanic,Male,9/15/2021,40203,385,eb7258d0-4a5d-42ff-9cf1-5471eea3340f
386,4,652,1,African American,Non-Hispanic,Female,12/22/2021,40202,386,4b4ec03c-beff-49c2-a819-5dba426df12d
387,4,2365,1,Mixed Race,Non-Hispanic,Female,7/22/2021,40206,387,cfc386bf-925f-4734-9c68-24afeebc6fc1
388,4,1070.33,1,White,Non-Hispanic,Male,11/1/2021,40202,388,925eac08-8c7d-4c3c-a9d9-2129294ed497
389,4,4252.1,4,African American,Non-Hispanic,Female,11/1/2021,40211,389,fed22119-1ada-4039-a976-4acf202d9f1d
390,4,3609,1,African American,Non-Hispanic,Male,10/11/2021,40202,390,95d367d0-d5ff-42f4-abe6-4ae2c74c94e6
391,4,3185.38,1,African American,Non-Hispanic,Male,11/1/2021,40202,391,4f296559-ae9a-41b7-872c-578bcc6907de
392,4,912,1,African American,Non-Hispanic,Male,10/28/2021,40203,392,ce17fbf5-eb18-41f7-ade4-475be4f42d3f
393,4,13020,5,African American,Non-Hispanic,Female,10/25/2021,40210,393,244b9484-1ade-4cb1-b9c5-2d6ef1f11287
394,4,771,1,African American,Non-Hispanic,Male,11/18/2021,40202,394,9f1105d8-4d8e-4cca-81d3-424a775abb06
395,4,2175,1,African American,Non-Hispanic,Female,10/29/2021,40202,395,9b6fcf44-ac46-4022-937b-50ca2544192d
396,4,6520,1,African American,Non-Hispanic,Male,11/17/2021,40203,396,03e3150b-918f-4354-9ea5-921ca28f0628
397,4,11018.39,1,African American,Non-Hispanic,Male,11/3/2021,40206,397,0baa07fe-5734-4244-aadf-232a72072829
398,4,987,1,African American,Non-Hispanic,Female,10/28/2021,40202,398,f3b7dcea-abe1-40c6-bdf6-53831bfdae0e
399,4,7919.91,1,Mixed Race,Non-Hispanic,Female,8/30/2021,40204,399,d297d46c-e94f-4dc2-a1cb-dbdf7a59c6d0
400,4,2387,1,African American,Non-Hispanic,Male,10/28/2021,40202,400,1a89118d-6198-43f9-b503-4ae2ce7c4ad9
401,4,7800,1,White,Non-Hispanic,Female,9/7/2021,40210,401,502fe7c4-d67a-46bb-a66f-b37e8db28b20
402,4,17150,1,African American,Non-Hispanic,Female,9/1/2021,40211,402,0b6cf5bf-4c81-4699-877c-7e91f7e7a8e4
403,5,7035,7,African American,Non-Hispanic,Male,7/29/2021,40212,403,b4cf7abe-4c11-4f19-ad16-58d63c2ae9d3
404,5,7000,3,African American,Non-Hispanic,Female,9/10/2021,40212,404,34a32602-219d-4f2f-bfd6-a64f9ff0bb9b
405,5,10450,3,African American,Non-Hispanic,Female,11/3/2021,40212,405,b493f417-4e47-4c6a-a563-eae564a868f3
406,5,11900,5,African American,Non-Hispanic,Female,11/15/2021,40212,406,f961be7e-2e7c-49a4-8028-e3ff96f533eb
407,5,5500,1,White,Non-Hispanic,Female,10/25/2021,40211,407,f55c0e69-76f3-42e7-8f6a-13a510b3d945
408,5,13600,1,Mixed Race,Hispanic,Male,11/1/2021,40203,408,74228447-0062-4c7d-9016-bc4f0feb9e85
409,5,7200,1,African American,Non-Hispanic,Male,9/23/2021,40211,409,ad8cb0a0-0b12-4c09-b8fa-7e79964c5928
410,5,4080,7,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,410,02368ddd-a7e6-4e24-948c-3cf5845ea738
411,5,8205,2,African American,Non-Hispanic,Male,9/16/2021,40211,411,b4345a8b-04d7-4220-a1e0-c6a43964f6f7
412,5,9000,3,African American,Non-Hispanic,Female,8/16/2021,40212,412,b4163b3d-9807-4903-a8e7-a252e1077272
413,5,14766,2,African American,Non-Hispanic,Female,10/1/2021,40212,413,1227d69d-47bf-42e5-948d-7bce90501659
414,5,11250,1,African American,Non-Hispanic,Male,8/27/2021,40212,414,bdc36a83-909c-4a7f-8eb4-70d725e5574d
415,5,10924,3,African American,Non-Hispanic,Female,11/15/2021,40212,415,7d35b386-d984-4079-97f3-e2248374fa64
416,5,5289,7,African American,Non-Hispanic,Female,9/13/2021,40212,416,a3c7d901-b5c6-4a72-bbdc-47534e345478
417,5,6650,3,African American,Non-Hispanic,Female,10/8/2021,40211,417,ac8597f5-7ac0-423e-adbb-e1b12913d90a
418,5,13844.8,3,African American,Non-Hispanic,Male,11/17/2021,40211,418,5159c68e-8dc2-4cde-8913-f89ef2ac5ae9
419,5,6675,1,White,Non-Hispanic,Female,9/23/2021,40203,419,feef3958-0423-4ee3-86cc-3169cfc643e4
420,5,3654,1,African American,Non-Hispanic,Female,9/29/2021,40211,420,aca9f6e5-9d78-48da-b673-3e687284dd37
421,5,9750,4,African American,Non-Hispanic,Female,8/11/2021,40211,421,6df6be47-7a1e-4141-aadc-0c5ce8642c90
422,5,5400,2,African American,Non-Hispanic,Female,10/22/2021,40212,422,f6d10837-e110-49ea-83d5-fbb5a104d95f
423,5,2964,2,African American,Non-Hispanic,Female,10/25/2021,40212,423,92b3d972-894d-41f4-8713-794d13733f7c
424,5,2339,4,White,Non-Hispanic,Female,9/9/2021,40212,424,b83fc432-f942-42de-8f18-0ffb5994283c
425,5,2955,4,African American,Non-Hispanic,Female,10/25/2021,40212,425,ac98489d-12ef-440d-8ad8-4e23d8ab05a3
426,5,3930,2,White,Non-Hispanic,Female,9/20/2021,40212,426,d44c548d-aa02-4ce0-914a-49396fcec2c0
427,5,3000,1,White,Non-Hispanic,Male,8/13/2021,40203,427,266d9d73-6b30-41a3-9266-32b380d04f43
428,5,10600,1,Mixed Race,Hispanic,Male,10/22/2021,40203,428,1ea451d4-d765-42b7-8949-a884362ab640
501,5,6255,4,White,Non-Hispanic,Male,10/22/2021,40212,429,be17370e-b600-4c76-92b1-2d79ee0eed5b
600,6,14766,1,White,Non-Hispanic,Male,10/7/2021,40208,430,5c97e488-6255-423d-9a83-e9da9865f635
698,10,7123.28,1,Mixed Race,Non-Hispanic,Female,9/27/2021,40218,431,5dcd0984-76ac-446a-977a-c29e6d7bef8f
429,5,2397,4,White,Non-Hispanic,Female,7/1/2021,40211,432,41014dcf-facf-4af7-836c-a3f92698b664
430,5,6265,4,White,Non-Hispanic,Female,7/1/2021,40211,433,7faf879d-de1a-4dea-b135-bf8257c49fbd
431,5,8008,4,African American,Non-Hispanic,Female,10/18/2021,40212,434,67249fe0-4995-49f9-8023-258108b6ac7f
432,5,2730,1,African American,Non-Hispanic,Male,7/12/2021,40211,435,ab50ffab-f07e-44ff-b26a-470aa74c3154
433,5,6405,2,African American,Non-Hispanic,Male,9/27/2021,40212,436,158d0e09-cc45-4b80-bb0f-10116ababa64
434,5,7350,4,African American,Non-Hispanic,Female,8/27/2021,40212,437,be47cda4-8d7a-4e71-bc2b-efd90bed031d
435,5,3550,1,African American,Non-Hispanic,Female,10/8/2021,40212,438,54b7fce7-4042-4602-b4fd-4e5a5db8e2e0
436,5,8272,3,African American,Non-Hispanic,Male,9/8/2021,40211,439,db7da236-4c68-4faa-bd4f-92e8f333c30d
